"student_id","teacher_id","class_type","class_size","born","female","race_ethnicity","re_white","re_black","re_asian","re_hispanic","re_native_american","re_other","reading_score","math_score","listening_score"
653,191,2,24,1979.849,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,516,532,556
654,184,3,23,1979.849,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,463,535,543
655,261,3,19,1979.855,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,459,488,548
656,4,3,21,1979.855,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,472,507,521
657,267,3,21,1979.855,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,536,505,551
658,107,3,22,1979.858,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,471,472,517
659,36,1,15,1979.858,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,438,449,529
660,248,1,12,1980.863,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,499,553,618
661,234,2,22,1979.863,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,494,490,529
662,106,1,17,1979.871,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,492,542,551
663,268,2,20,1979.874,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,512,526,556
664,86,2,21,1979.877,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,499,518,531
665,102,2,17,1979.214,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,507,515,534
666,263,2,24,1979.89,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,590,584,618
667,23,3,25,1979.899,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,553,567,568
668,269,1,16,1979.901,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,494,542,601
669,261,3,19,1979.874,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,463,461,541
670,4,3,21,1979.899,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,469,502,554
671,184,3,23,1979.885,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,627,556
672,130,2,24,1979.885,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,487,510,548
673,188,1,13,1979.888,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,471,470,546
674,131,2,19,1979.89,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,590,535,596
675,249,1,15,1979.89,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,492,512,565
676,130,2,24,1979.885,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,490,495,559
677,270,1,16,1979.912,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,578,596
678,100,2,22,1979.901,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,478,507,548
679,185,3,21,1979.904,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,535,568
680,4,3,21,1979.907,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,567,584
681,224,1,16,1979.907,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,509,578,588
682,271,1,16,1979.91,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,516,529,596
683,22,2,23,1979.951,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,441,463,NA
684,141,3,23,1979.882,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,564,627,596
685,261,3,19,1979.926,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,472,538,596
686,81,2,23,1979.874,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,483,523,601
687,175,2,24,1979.907,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,450,444,509
688,250,2,24,1979.855,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,518,551
689,212,2,27,1979.216,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,553,618
690,183,2,22,1979.934,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,509,526,601
691,14,3,25,1979.915,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,434,493,487
692,6,1,17,1979.918,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,538,568
693,130,2,24,1979.921,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,474,538
694,136,2,22,1980.921,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,471,474,551
695,141,3,23,1979.923,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,527,584,592
696,153,2,23,1979.932,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,471,486,521
697,175,2,24,1979.932,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,548,557,546
698,230,1,17,1979.937,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,604,584,592
699,125,1,16,1979.94,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
700,102,2,17,1979.948,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
701,94,2,21,1979.948,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,549,559
702,145,3,26,1979.948,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,488,495,562
703,127,2,25,1979.23,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,462,490,543
704,177,2,25,1979.959,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,503,572,580
705,144,3,24,1979.255,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,529,562
706,207,2,20,1979.277,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,535,574
707,203,1,16,1979.288,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,529,611
708,231,2,22,1979.967,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,501,520,531
709,14,3,25,1979.97,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,501,505,536
710,23,3,25,1979.973,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,468,468,519
711,190,3,26,1979.973,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,434,484,541
712,106,1,17,1979.978,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,540,526,580
713,23,3,25,1979.981,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,463,495,521
714,62,2,26,1979.288,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,457,468,538
715,253,3,20,1979.362,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,501,572,601
716,39,1,17,1979.97,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,439,472,501
717,16,1,18,1979.973,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,579,584,565
718,224,1,16,1979.973,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,466,481,538
719,127,2,25,1979.255,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,538,NA
720,189,2,30,1979.263,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,505,NA
721,272,3,25,1979.293,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,490,546
722,134,2,20,1979.986,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,468,507,546
723,273,2,21,1979.296,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,532,618
724,201,2,22,1979.301,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,505,543
725,80,3,30,1979.241,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,518,524
726,250,2,24,1979.978,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,439,470,536
727,98,2,23,1979.984,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,485,526,546
728,4,3,21,1979.978,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,457,465,477
729,124,2,25,1979.74,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,462,512,571
730,255,3,21,1979.263,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,567,601
731,134,2,20,1979.997,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,532,574
732,105,1,17,1979.942,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,495,510,554
733,250,2,24,1979.849,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,507,497,521
734,247,3,22,1979.915,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,558,542,601
735,247,3,22,1979.953,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,483,515,571
736,263,2,24,1979.929,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,590,572,634
737,116,2,19,1979.296,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,524,526,565
738,56,2,24,1979.364,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,512,553,577
739,154,3,26,1979.304,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,501,553,543
740,61,3,23,1979.31,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,538,577
741,195,1,17,1979.321,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,495,559
742,208,2,24,1979.227,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,488,545,565
743,57,3,22,1979.203,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,454,472,546
744,252,1,17,1979.318,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,423,458,512
745,274,1,16,1979.293,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,520,541
746,7,1,15,1979.299,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,499,538,568
747,275,1,15,1979.222,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,482,518,543
748,89,2,25,1979.252,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,584,574
749,154,3,26,1979.318,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,520,571
750,12,2,24,1979.258,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,567,625
751,128,2,20,1979.463,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,629,572,606
752,197,3,23,1979.252,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,592,611
753,15,3,23,1979.279,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,488,484,538
754,276,3,24,1979.282,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,562,588
755,277,1,15,1979.323,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,425,488,543
756,41,2,22,1979.263,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,481,521
757,41,2,22,1979.279,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,457,490,521
758,233,3,23,1979.216,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,465,538,546
759,216,2,23,1979.315,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,451,523,565
760,148,2,21,1979.189,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,579,515,548
761,201,2,22,1979.203,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,549,625
762,17,2,16,1979.603,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,505,518,521
763,278,3,28,1979.274,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,535,574
764,173,2,22,1979.244,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,459,497,574
765,214,3,24,1979.296,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,578,543
766,197,3,23,1979.332,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,545,556
767,139,2,28,1979.301,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,502,551
768,254,3,23,1979.348,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,601,596
769,135,3,28,1979.403,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,558,479,504
770,236,2,23,1979.411,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,502,536
771,126,2,21,1979.332,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,505,574
772,123,3,22,1979.34,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,527,505,577
773,33,3,26,1979.345,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,463,498
774,133,1,15,1979.362,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,481,517
775,279,2,20,1979.37,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,533,502,584
776,280,1,17,1979.381,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,503,490,559
777,71,2,26,1979.397,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,532,592
778,110,2,24,1979.397,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,515,541
779,255,3,21,1979.405,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,557,562
780,151,3,22,1979.367,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,627,645
781,111,2,21,1979.307,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,578,606
782,73,2,20,1979.307,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,460,502,554
783,80,3,30,1979.425,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,562,580
784,11,2,23,1979.378,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,510,580
785,243,1,17,1979.351,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,584,584
786,26,3,23,1979.247,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,538,580
787,260,3,20,1979.301,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,430,481,551
788,65,1,17,1979.304,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,553,618
789,25,3,24,1979.252,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,653,634
790,31,3,26,1979.34,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,509,518,536
791,193,3,23,1979.411,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,439,486,618
792,208,2,24,1979.337,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,514,481,521
793,154,3,26,1979.386,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,567,592
794,154,3,26,1979.408,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,519,515,596
795,281,1,17,1979.389,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,481,588
796,66,3,22,1979.392,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,512,584
797,150,2,21,1979.403,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,486,514
798,124,2,25,1979.332,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,463,502,546
799,124,2,25,1979.332,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,433,488,524
800,44,2,22,1979.353,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,526,559
801,172,3,22,1979.375,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,514,535,554
802,193,3,23,1979.26,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,542,551
803,217,2,23,1979.986,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,483,526,559
804,233,3,23,1979.326,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,557,568
805,129,1,13,1979.397,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,512,562
806,282,1,14,1979.364,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,612,618
807,74,2,21,1979.403,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,510,529
808,256,2,23,1979.241,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,523,574
809,283,3,20,1979.532,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,567,588
810,247,3,22,1979.359,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,514,535,577
811,278,3,28,1979.356,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,545,536
812,278,3,28,1979.37,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,497,495,529
813,215,3,23,1979.378,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,466,502,543
814,113,2,21,1979.362,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,480,515,536
815,284,1,13,1979.378,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,449,536
816,137,3,23,1979.397,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,445,479,551
817,226,3,21,1979.362,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,612,611
818,200,3,21,1979.397,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,549,565
819,278,3,28,1979.405,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
820,135,3,28,1979.422,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,472,529
821,139,2,28,1979.458,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,553,532,568
822,197,3,23,1979.46,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,557,606
823,204,1,13,1979.482,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,518,536
824,88,2,22,1979.463,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,512,543
825,18,3,21,1979.43,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,557,559
826,189,2,30,1979.449,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,461,541
827,285,1,13,1979.474,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,475,465,551
828,189,2,30,1979.488,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,542,543
829,236,2,23,1979.49,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,526,592
830,118,1,17,1979.49,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,653,618
831,286,2,24,1979.449,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,532,571
832,140,3,27,1979.463,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,612,634
833,71,2,26,1979.488,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,526,546
834,63,1,16,1980.492,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,545,596
835,221,2,23,1979.458,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,494,532,580
836,154,3,26,1979.447,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,545,625
837,111,2,21,1979.403,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,457,500,543
838,12,2,24,1979.433,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,499,542,580
839,1,3,23,1979.614,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,601,634
840,59,2,26,1979.427,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,505,486,574
841,150,2,21,1979.416,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,469,505,562
842,21,3,27,1979.444,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,456,465,556
843,20,3,26,1979.499,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,441,474,531
844,20,3,26,1979.485,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,483,526,574
845,197,3,23,1979.49,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,516,520,588
846,20,3,26,1979.373,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,436,441,487
847,202,1,14,1979.468,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,441,518,543
848,41,2,22,1979.466,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,529,606
849,287,1,14,1979.493,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,430,444,519
850,91,3,26,1979.43,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,472,559
851,91,3,26,1979.444,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,466,557,556
852,18,3,21,1979.474,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,529,521
853,137,3,23,1979.438,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,529,592
854,251,1,17,1979.447,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,453,505,556
855,253,3,20,1979.416,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,538,565
856,221,2,23,1979.701,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,567,580
857,135,3,28,1980.546,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,442,472,509
858,135,3,28,1979.553,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,532,562
859,135,3,28,1979.553,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,436,461,526
860,144,3,24,1979.499,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,557,592
861,207,2,20,1979.542,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,532,601
862,150,2,21,1979.548,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,507,546
863,229,3,23,1979.474,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,519,529,543
864,160,2,22,1979.559,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,466,518,588
865,169,2,21,1979.567,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,466,545,588
866,169,2,21,1979.578,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,460,532,526
867,288,1,19,1979.529,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,469,510,554
868,34,2,22,1979.507,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,444,512,524
869,110,2,24,1979.51,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,557,601
870,168,1,15,1979.526,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,524,578,543
871,155,2,21,1979.529,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,417,449,534
872,126,2,21,1979.54,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,510,538
873,155,2,21,1979.567,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,474,502,543
874,279,2,20,1979.575,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490,505,559
875,208,2,24,1979.496,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,497,549,565
876,56,2,24,1979.542,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,520,559
877,289,2,21,1979.753,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,542,592
878,275,1,15,1979.422,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,456,441,543
879,95,2,22,1979.438,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,562,625
880,115,2,22,1979.559,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,457,518,548
881,229,3,23,1979.542,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,532,588
882,290,1,19,1979.542,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,553,536
883,20,3,26,1979.51,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,439,439,554
884,21,3,27,1979.515,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,463,512,543
885,291,3,26,1979.529,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,512,548
886,292,3,23,1979.567,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,499,557,577
887,172,3,22,1979.512,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,548,572,562
888,109,2,23,1979.575,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,530,553,606
889,216,2,23,1979.521,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,460,523,574
890,142,3,21,1979.54,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,465,477,543
891,226,3,21,1979.507,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,538,554
892,283,3,20,1979.512,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,601,625
893,11,2,23,1979.529,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,519,502,556
894,261,3,19,1979.515,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,514,468,NA
